Timestamp: 835.4575, Position: (-355.15, 45.00, -107.38), Speed: 0.808786, Slider Value: 50, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.2589, Position: (-201.35, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.2725, Position: (-201.20, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.2867, Position: (-201.04, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3009, Position: (-200.88, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3152, Position: (-200.72, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3294, Position: (-200.57, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3431, Position: (-200.41, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3565, Position: (-200.27, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3705, Position: (-200.11, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3845, Position: (-199.96, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.3982, Position: (-199.80, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.412, Position: (-199.65, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.4314, Position: (-199.43, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.4555, Position: (-199.17, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.4692, Position: (-199.01, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.4828, Position: (-198.86, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.4966, Position: (-198.71, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5103, Position: (-198.56, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5235, Position: (-198.41, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5378, Position: (-198.25, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5515, Position: (-198.10, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5656, Position: (-197.95, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5792, Position: (-197.79, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.5931, Position: (-197.64, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6066, Position: (-197.49, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.621, Position: (-197.33, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6381, Position: (-197.14, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6489, Position: (-197.02, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6619, Position: (-196.88, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6759, Position: (-196.72, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.6905, Position: (-196.56, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7037, Position: (-196.41, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7178, Position: (-196.26, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7316, Position: (-196.10, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7458, Position: (-195.94, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7605, Position: (-195.78, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.774, Position: (-195.63, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.7877, Position: (-195.48, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.8017, Position: (-195.32, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.8157, Position: (-195.17, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.8298, Position: (-195.01, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.8483, Position: (-194.81, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.873, Position: (-194.53, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.8867, Position: (-194.38, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9006, Position: (-194.23, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9142, Position: (-194.08, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9279, Position: (-193.92, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.942, Position: (-193.77, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9551, Position: (-193.62, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9694, Position: (-193.46, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.9832, Position: (-193.31, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 850.997, Position: (-193.16, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0109, Position: (-193.00, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0244, Position: (-192.85, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0386, Position: (-192.69, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0558, Position: (-192.50, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0664, Position: (-192.39, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0799, Position: (-192.24, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.0936, Position: (-192.08, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1074, Position: (-191.93, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1214, Position: (-191.78, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1357, Position: (-191.62, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1495, Position: (-191.46, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1638, Position: (-191.30, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1777, Position: (-191.15, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.1912, Position: (-191.00, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.205, Position: (-190.85, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2192, Position: (-190.69, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2334, Position: (-190.53, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2473, Position: (-190.38, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2646, Position: (-190.19, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2752, Position: (-190.07, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.2881, Position: (-189.93, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3022, Position: (-189.77, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3161, Position: (-189.61, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3303, Position: (-189.46, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3441, Position: (-189.30, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3581, Position: (-189.15, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3718, Position: (-189.00, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.3862, Position: (-188.84, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4002, Position: (-188.68, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4144, Position: (-188.52, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4282, Position: (-188.37, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.442, Position: (-188.22, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4557, Position: (-188.07, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4736, Position: (-187.87, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.484, Position: (-187.75, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.4974, Position: (-187.60, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.5118, Position: (-187.44, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.5255, Position: (-187.29, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.5386, Position: (-187.14, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.5531, Position: (-186.98, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.5676, Position: (-186.82, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.581, Position: (-186.67, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.595, Position: (-186.52, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6091, Position: (-186.36, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6227, Position: (-186.21, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6372, Position: (-186.05, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6511, Position: (-185.90, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6648, Position: (-185.74, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6826, Position: (-185.55, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.6929, Position: (-185.43, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7057, Position: (-185.29, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7197, Position: (-185.13, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7338, Position: (-184.98, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7482, Position: (-184.82, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.762, Position: (-184.66, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7759, Position: (-184.51, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.7896, Position: (-184.36, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8038, Position: (-184.20, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8176, Position: (-184.05, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.832, Position: (-183.89, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8457, Position: (-183.74, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8596, Position: (-183.58, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8732, Position: (-183.43, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.8909, Position: (-183.23, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9014, Position: (-183.12, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9148, Position: (-182.97, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9288, Position: (-182.81, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9432, Position: (-182.65, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9567, Position: (-182.50, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9709, Position: (-182.35, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.9849, Position: (-182.19, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 851.999, Position: (-182.03, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0129, Position: (-181.88, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0268, Position: (-181.73, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0403, Position: (-181.58, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0543, Position: (-181.42, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0687, Position: (-181.26, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0825, Position: (-181.11, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.0999, Position: (-180.91, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1104, Position: (-180.80, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1235, Position: (-180.65, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1377, Position: (-180.49, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1517, Position: (-180.34, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1658, Position: (-180.18, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1797, Position: (-180.03, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.1934, Position: (-179.88, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2071, Position: (-179.72, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2215, Position: (-179.56, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2354, Position: (-179.41, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2495, Position: (-179.25, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2635, Position: (-179.10, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2772, Position: (-178.95, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.2911, Position: (-178.79, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3087, Position: (-178.60, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3187, Position: (-178.49, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3328, Position: (-178.33, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3466, Position: (-178.18, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3605, Position: (-178.02, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3743, Position: (-177.87, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.3882, Position: (-177.71, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4025, Position: (-177.56, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4167, Position: (-177.40, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4304, Position: (-177.25, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4443, Position: (-177.09, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4579, Position: (-176.94, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4722, Position: (-176.78, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.4862, Position: (-176.63, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5, Position: (-176.47, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5177, Position: (-176.28, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5281, Position: (-176.16, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.541, Position: (-176.02, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5551, Position: (-175.86, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5693, Position: (-175.70, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5833, Position: (-175.55, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.5974, Position: (-175.39, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6115, Position: (-175.24, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6254, Position: (-175.08, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.639, Position: (-174.93, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6533, Position: (-174.77, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6673, Position: (-174.62, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6815, Position: (-174.46, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.6952, Position: (-174.31, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7094, Position: (-174.15, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7264, Position: (-173.96, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7365, Position: (-173.85, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7502, Position: (-173.70, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7642, Position: (-173.54, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7784, Position: (-173.38, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.7919, Position: (-173.23, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8062, Position: (-173.07, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8201, Position: (-172.92, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.834, Position: (-172.77, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8481, Position: (-172.61, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8624, Position: (-172.45, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8761, Position: (-172.30, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.8898, Position: (-172.15, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9037, Position: (-171.99, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9178, Position: (-171.84, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9355, Position: (-171.64, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9459, Position: (-171.52, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.959, Position: (-171.38, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9728, Position: (-171.23, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 852.9872, Position: (-171.07, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.001, Position: (-170.91, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.0152, Position: (-170.75, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.0288, Position: (-170.60, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.0433, Position: (-170.44, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.057, Position: (-170.29, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.0707, Position: (-170.14, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
Timestamp: 853.0846, Position: (-169.98, 45.00, -107.38), Speed: 11.1, Slider Value: 48, Phase: MoveToInitial, Scenario: 3
